# Z, sigma, counts
1.000000000000000056e-01 4.646328129999999987e+02 1.985792999999999919e+00
1.000000000000000056e-01 4.633378910000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.620429690000000278e+02 5.955021999999999593e+00
1.000000000000000056e-01 4.607480469999999855e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.594531250000000000e+02 3.968445000000000000e+00
1.000000000000000056e-01 4.581582030000000145e+02 3.967659999999999965e+00
1.000000000000000056e-01 4.568613280000000145e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.555664059999999722e+02 5.949135000000000062e+00
1.000000000000000056e-01 4.542695309999999722e+02 1.982652999999999999e+00
1.000000000000000056e-01 4.529726559999999722e+02 -1.982261000000000051e+00
1.000000000000000056e-01 4.516757809999999722e+02 3.963737000000000066e+00
1.000000000000000056e-01 4.503789059999999722e+02 3.962952000000000030e+00
1.000000000000000056e-01 4.490820309999999722e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.477851559999999722e+02 3.961383999999999794e+00
1.000000000000000056e-01 4.464863280000000145e+02 5.940901000000000209e+00
1.000000000000000056e-01 4.451894530000000145e+02 1.979908000000000001e+00
1.000000000000000056e-01 4.438906250000000000e+02 3.959032999999999802e+00
1.000000000000000056e-01 4.425917969999999855e+02 5.937374000000000152e+00
1.000000000000000056e-01 4.412929690000000278e+02 1.978733000000000075e+00
1.000000000000000056e-01 4.399941410000000133e+02 -3.956682999999999950e+00
1.000000000000000056e-01 4.386953129999999987e+02 3.955899000000000054e+00
1.000000000000000056e-01 4.373945309999999722e+02 5.932673999999999559e+00
1.000000000000000056e-01 4.360957030000000145e+02 3.954333000000000098e+00
1.000000000000000056e-01 4.347949219999999855e+02 5.930325999999999986e+00
1.000000000000000056e-01 4.334960940000000278e+02 3.952767999999999837e+00
1.000000000000000056e-01 4.321953129999999987e+02 3.951985000000000081e+00
1.000000000000000056e-01 4.308945309999999722e+02 3.951203000000000021e+00
1.000000000000000056e-01 4.295917969999999855e+02 7.900839999999999641e+00
1.000000000000000056e-01 4.282910160000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.269902339999999867e+02 5.923283999999999772e+00
1.000000000000000056e-01 4.256875000000000000e+02 5.922111000000000125e+00
1.000000000000000056e-01 4.243847660000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.230839839999999867e+02 5.919764999999999944e+00
1.000000000000000056e-01 4.217812500000000000e+02 5.918592000000000297e+00
1.000000000000000056e-01 4.204765629999999987e+02 5.917419999999999902e+00
1.000000000000000056e-01 4.191738280000000145e+02 5.916248000000000395e+00
1.000000000000000056e-01 4.178710940000000278e+02 9.858458999999999861e+00
1.000000000000000056e-01 4.165664059999999722e+02 7.885205000000000020e+00
1.000000000000000056e-01 4.152636719999999855e+02 5.912732000000000099e+00
1.000000000000000056e-01 4.139589839999999867e+02 1.970520000000000049e+00
1.000000000000000056e-01 4.126542969999999855e+02 5.910389000000000337e+00
1.000000000000000056e-01 4.113496089999999867e+02 5.909218000000000082e+00
1.000000000000000056e-01 4.100449219999999855e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.087402339999999867e+02 7.875834000000000223e+00
1.000000000000000056e-01 4.074335940000000278e+02 1.968568000000000096e+00
1.000000000000000056e-01 4.061289059999999722e+02 1.968177999999999983e+00
1.000000000000000056e-01 4.048222660000000133e+02 5.903363999999999834e+00
1.000000000000000056e-01 4.035156250000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.022089839999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 4.009023440000000278e+02 1.966617999999999977e+00
1.000000000000000056e-01 3.995957030000000145e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.982871089999999867e+02 5.897515000000000285e+00
1.000000000000000056e-01 3.969804690000000278e+02 5.896346000000000309e+00
1.000000000000000056e-01 3.956718750000000000e+02 3.930117999999999778e+00
1.000000000000000056e-01 3.943652339999999867e+02 9.823346000000000799e+00
1.000000000000000056e-01 3.930566410000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.917480469999999855e+02 3.927779999999999827e+00
1.000000000000000056e-01 3.904394530000000145e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.891289059999999722e+02 7.852444000000000202e+00
1.000000000000000056e-01 3.878203129999999987e+02 9.813608000000000331e+00
1.000000000000000056e-01 3.865097660000000133e+02 5.886997000000000035e+00
1.000000000000000056e-01 3.852011719999999855e+02 3.923885999999999985e+00
1.000000000000000056e-01 3.838906250000000000e+02 3.923106999999999900e+00
1.000000000000000056e-01 3.825800780000000145e+02 3.922328999999999954e+00
1.000000000000000056e-01 3.812695309999999722e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.799589839999999867e+02 1.960385999999999962e+00
1.000000000000000056e-01 3.786464839999999867e+02 7.839989000000000097e+00
1.000000000000000056e-01 3.773359379999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.760234379999999987e+02 3.918438999999999783e+00
1.000000000000000056e-01 3.747109379999999987e+02 5.876491999999999827e+00
1.000000000000000056e-01 3.734003910000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.720878910000000133e+02 1.958053000000000043e+00
1.000000000000000056e-01 3.707734379999999987e+02 1.957664000000000071e+00
1.000000000000000056e-01 3.694609379999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.681484379999999987e+02 1.956887000000000043e+00
1.000000000000000056e-01 3.668339839999999867e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.655195309999999722e+02 3.912220000000000031e+00
1.000000000000000056e-01 3.642070309999999722e+02 1.955721999999999960e+00
1.000000000000000056e-01 3.628925780000000145e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.615781250000000000e+02 7.819779999999999731e+00
1.000000000000000056e-01 3.602617190000000278e+02 5.863669999999999938e+00
1.000000000000000056e-01 3.589472660000000133e+02 1.954169000000000045e+00
1.000000000000000056e-01 3.576328129999999987e+02 1.953780000000000072e+00
1.000000000000000056e-01 3.563164059999999722e+02 3.906785000000000174e+00
1.000000000000000056e-01 3.550000000000000000e+02 9.765021000000000839e+00
1.000000000000000056e-01 3.536835940000000278e+02 3.905232999999999954e+00
1.000000000000000056e-01 3.523671879999999987e+02 7.808913000000000437e+00
1.000000000000000056e-01 3.510507809999999722e+02 3.903681000000000179e+00
1.000000000000000056e-01 3.497343750000000000e+02 5.854358000000000395e+00
1.000000000000000056e-01 3.484160160000000133e+02 9.755323999999999884e+00
1.000000000000000056e-01 3.470996089999999867e+02 3.901353999999999989e+00
1.000000000000000056e-01 3.457812500000000000e+02 5.850868000000000180e+00
1.000000000000000056e-01 3.444628910000000133e+02 1.949902000000000024e+00
1.000000000000000056e-01 3.431445309999999722e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.418261719999999855e+02 3.898252999999999968e+00
1.000000000000000056e-01 3.405078129999999987e+02 9.743695999999999913e+00
1.000000000000000056e-01 3.391894530000000145e+02 5.845055999999999585e+00
1.000000000000000056e-01 3.378691410000000133e+02 5.843893999999999700e+00
1.000000000000000056e-01 3.365507809999999722e+02 7.790307999999999566e+00
1.000000000000000056e-01 3.352304690000000278e+02 5.841568999999999789e+00
1.000000000000000056e-01 3.339101559999999722e+02 3.893604999999999983e+00
1.000000000000000056e-01 3.325898440000000278e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.312695309999999722e+02 3.892056999999999878e+00
1.000000000000000056e-01 3.299472660000000133e+02 1.945640999999999954e+00
1.000000000000000056e-01 3.286269530000000145e+02 -1.945254000000000039e+00
1.000000000000000056e-01 3.273046879999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 3.259843750000000000e+02 5.833441999999999794e+00
1.000000000000000056e-01 3.246621089999999867e+02 5.832281000000000049e+00
1.000000000000000056e-01 3.233398440000000278e+02 5.831120000000000303e+00
1.000000000000000056e-01 3.220175780000000145e+02 5.829959999999999809e+00
1.000000000000000056e-01 3.206953129999999987e+02 7.771734000000000364e+00
1.000000000000000056e-01 3.193710940000000278e+02 5.827640999999999849e+00
1.000000000000000056e-01 3.180488280000000145e+02 3.884320000000000217e+00
1.000000000000000056e-01 3.167246089999999867e+02 7.767095000000000304e+00
1.000000000000000056e-01 3.154003910000000133e+02 3.882773999999999948e+00
1.000000000000000056e-01 3.140761719999999855e+02 9.705004000000000630e+00
1.000000000000000056e-01 3.127519530000000145e+02 3.881228999999999818e+00
1.000000000000000056e-01 3.114277339999999867e+02 1.164136799999999994e+01
1.000000000000000056e-01 3.101035160000000133e+02 1.163904999999999923e+01
1.000000000000000056e-01 3.087773440000000278e+02 1.357618800000000014e+01
1.000000000000000056e-01 3.074531250000000000e+02 1.163441599999999987e+01
1.000000000000000056e-01 3.061269530000000145e+02 2.714156300000000144e+01
1.000000000000000056e-01 3.048007809999999722e+02 3.876593799999999845e+01
1.000000000000000056e-01 3.034746089999999867e+02 8.720599400000000401e+01
1.000000000000000056e-01 3.021484379999999987e+02 1.433768460000000005e+02
1.000000000000000056e-01 3.008222660000000133e+02 8.717125699999999711e+01
1.000000000000000056e-01 2.994941410000000133e+02 3.679830900000000327e+01
1.000000000000000056e-01 2.981679690000000278e+02 2.130003900000000172e+01
1.000000000000000056e-01 2.968398440000000278e+02 1.355186999999999919e+01
1.000000000000000056e-01 2.955117190000000278e+02 1.161357399999999984e+01
1.000000000000000056e-01 2.941835940000000278e+02 7.740840000000000387e+00
1.000000000000000056e-01 2.928554690000000278e+02 1.160894599999999954e+01
1.000000000000000056e-01 2.915273440000000278e+02 7.737754999999999939e+00
1.000000000000000056e-01 2.901992190000000278e+02 9.670265999999999806e+00
1.000000000000000056e-01 2.888691410000000133e+02 7.734670999999999630e+00
1.000000000000000056e-01 2.875410160000000133e+02 1.933281999999999945e+00
1.000000000000000056e-01 2.862109379999999987e+02 9.664483999999999853e+00
1.000000000000000056e-01 2.848808589999999867e+02 5.797533999999999743e+00
1.000000000000000056e-01 2.835507809999999722e+02 9.660629999999999384e+00
1.000000000000000056e-01 2.822207030000000145e+02 7.726962999999999582e+00
1.000000000000000056e-01 2.808886719999999855e+02 7.725422000000000011e+00
1.000000000000000056e-01 2.795585940000000278e+02 3.861940999999999846e+00
1.000000000000000056e-01 2.782265629999999987e+02 -1.930584999999999996e+00
1.000000000000000056e-01 2.768964839999999867e+02 3.860399999999999832e+00
1.000000000000000056e-01 2.755644530000000145e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.742324219999999855e+02 1.929429999999999978e+00
1.000000000000000056e-01 2.729003910000000133e+02 5.787136000000000280e+00
1.000000000000000056e-01 2.715664059999999722e+02 5.785980999999999597e+00
1.000000000000000056e-01 2.702343750000000000e+02 3.856551000000000062e+00
1.000000000000000056e-01 2.689023440000000278e+02 3.855780999999999903e+00
1.000000000000000056e-01 2.675683589999999867e+02 1.927505999999999942e+00
1.000000000000000056e-01 2.662343750000000000e+02 3.854242999999999864e+00
1.000000000000000056e-01 2.649003910000000133e+02 1.926736999999999922e+00
1.000000000000000056e-01 2.635664059999999722e+02 3.852704000000000129e+00
1.000000000000000056e-01 2.622324219999999855e+02 7.703869000000000078e+00
1.000000000000000056e-01 2.608964839999999867e+02 5.776748999999999690e+00
1.000000000000000056e-01 2.595625000000000000e+02 1.925197999999999965e+00
1.000000000000000056e-01 2.582265629999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.568925780000000145e+02 9.622147999999999257e+00
1.000000000000000056e-01 2.555566410000000133e+02 3.848090000000000011e+00
1.000000000000000056e-01 2.542207029999999861e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.528847660000000133e+02 9.616384000000000043e+00
1.000000000000000056e-01 2.515468750000000000e+02 3.845784999999999787e+00
1.000000000000000056e-01 2.502109379999999987e+02 1.922508000000000106e+00
1.000000000000000056e-01 2.488730470000000139e+02 3.844247999999999887e+00
1.000000000000000056e-01 2.475351560000000006e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.461992189999999994e+02 3.842712000000000128e+00
1.000000000000000056e-01 2.448613279999999861e+02 3.841943999999999804e+00
1.000000000000000056e-01 2.435234379999999987e+02 5.761764999999999581e+00
1.000000000000000056e-01 2.421835939999999994e+02 1.920204000000000022e+00
1.000000000000000056e-01 2.408457029999999861e+02 1.919820000000000082e+00
1.000000000000000056e-01 2.395058589999999867e+02 5.758309999999999818e+00
1.000000000000000056e-01 2.381679689999999994e+02 5.757158999999999693e+00
1.000000000000000056e-01 2.368281250000000000e+02 1.918668999999999958e+00
1.000000000000000056e-01 2.354882810000000006e+02 1.918285000000000018e+00
1.000000000000000056e-01 2.341484379999999987e+02 1.917901999999999996e+00
1.000000000000000056e-01 2.328085939999999994e+02 3.835036999999999807e+00
1.000000000000000056e-01 2.314667970000000139e+02 1.917135000000000034e+00
1.000000000000000056e-01 2.301269529999999861e+02 1.916751000000000094e+00
1.000000000000000056e-01 2.287851560000000006e+02 3.832735000000000003e+00
1.000000000000000056e-01 2.274433589999999867e+02 3.831968999999999959e+00
1.000000000000000056e-01 2.261015629999999987e+02 7.662404000000000437e+00
1.000000000000000056e-01 2.247597660000000133e+02 3.830435000000000034e+00
1.000000000000000056e-01 2.234179689999999994e+02 9.574170999999999765e+00
1.000000000000000056e-01 2.220761720000000139e+02 1.914450999999999903e+00
1.000000000000000056e-01 2.207324220000000139e+02 5.742202999999999946e+00
1.000000000000000056e-01 2.193906250000000000e+02 3.827369000000000021e+00
1.000000000000000056e-01 2.180468750000000000e+02 3.826602999999999977e+00
1.000000000000000056e-01 2.167031250000000000e+02 1.912917999999999896e+00
1.000000000000000056e-01 2.153593750000000000e+02 5.737606000000000428e+00
1.000000000000000056e-01 2.140156250000000000e+02 5.736456999999999695e+00
1.000000000000000056e-01 2.126718750000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.113261720000000139e+02 1.911386000000000029e+00
1.000000000000000056e-01 2.099824220000000139e+02 3.822007000000000154e+00
1.000000000000000056e-01 2.086367189999999994e+02 1.910620999999999903e+00
1.000000000000000056e-01 2.072910160000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 2.059453129999999987e+02 5.729566000000000159e+00
1.000000000000000056e-01 2.045996089999999867e+02 1.909472999999999976e+00
1.000000000000000056e-01 2.032539060000000006e+02 1.909089999999999954e+00
1.000000000000000056e-01 2.019082029999999861e+02 5.726122000000000156e+00
1.000000000000000056e-01 2.005605470000000139e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.992128910000000133e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.978671879999999987e+02 7.630238000000000298e+00
1.000000000000000056e-01 1.965195310000000006e+02 1.907176999999999900e+00
1.000000000000000056e-01 1.951718750000000000e+02 3.813588999999999896e+00
1.000000000000000056e-01 1.938222660000000133e+02 5.719236999999999682e+00
1.000000000000000056e-01 1.924746089999999867e+02 3.812059999999999782e+00
1.000000000000000056e-01 1.911250000000000000e+02 3.811294999999999877e+00
1.000000000000000056e-01 1.897773439999999994e+02 7.621061000000000085e+00
1.000000000000000056e-01 1.884277339999999867e+02 5.714648999999999646e+00
1.000000000000000056e-01 1.870781250000000000e+02 3.809001999999999999e+00
1.000000000000000056e-01 1.857285160000000133e+02 7.616475000000000328e+00
1.000000000000000056e-01 1.843789060000000006e+02 5.711210000000000342e+00
1.000000000000000056e-01 1.830292970000000139e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.816777339999999867e+02 1.902972000000000108e+00
1.000000000000000056e-01 1.803281250000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.789765629999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.776250000000000000e+02 7.607306000000000346e+00
1.000000000000000056e-01 1.762734379999999987e+02 1.901445000000000052e+00
1.000000000000000056e-01 1.749218750000000000e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.735683589999999867e+02 1.900681000000000065e+00
1.000000000000000056e-01 1.722167970000000139e+02 3.800597999999999921e+00
1.000000000000000056e-01 1.708632810000000006e+02 5.699752000000000152e+00
1.000000000000000056e-01 1.695117189999999994e+02 1.899535999999999891e+00
1.000000000000000056e-01 1.681582029999999861e+02 1.899154000000000009e+00
1.000000000000000056e-01 1.668046879999999987e+02 5.696316999999999631e+00
1.000000000000000056e-01 1.654511720000000139e+02 7.593562999999999619e+00
1.000000000000000056e-01 1.640957029999999861e+02 7.592036000000000229e+00
1.000000000000000056e-01 1.627421879999999987e+02 7.590510000000000090e+00
1.000000000000000056e-01 1.613867189999999994e+02 -1.897245999999999988e+00
1.000000000000000056e-01 1.600332029999999861e+02 1.896865000000000023e+00
1.000000000000000056e-01 1.586777339999999867e+02 5.689448999999999756e+00
1.000000000000000056e-01 1.573222660000000133e+02 3.792203000000000213e+00
1.000000000000000056e-01 1.559667970000000139e+02 5.687160999999999689e+00
1.000000000000000056e-01 1.546113279999999861e+02 9.476694999999999425e+00
1.000000000000000056e-01 1.532539060000000006e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.518984379999999987e+02 0.000000000000000000e+00
1.000000000000000056e-01 1.505410160000000133e+02 5.682585999999999693e+00
1.000000000000000056e-01 1.491835939999999994e+02 1.893814000000000108e+00
1.000000000000000056e-01 1.478261720000000139e+02 3.786865999999999843e+00
1.000000000000000056e-01 1.464687500000000000e+02 3.786103999999999914e+00
1.000000000000000056e-01 1.451113279999999861e+02 7.570682999999999829e+00
